 * Serving Flask app 'app' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
set remote count:  {'faas-router-f': 0, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 0}
running h cloud {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 15, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
running hb local {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
done hb local
async set remote count:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
running hb local {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
done hb local
async set remote count:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 2}
running hb cloud {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 2}
local remote count update:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 1}
running f cloud {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 1}
local remote count update:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 16, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 1}
running hb cloud {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 1}
local remote count update:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 0}
running hb local {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 0}
done hb local
async set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
done h cloud
running f cloud {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 18, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 18, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
done hb cloud
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
done h cloud
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 2}
done hb cloud
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 2}
running f cloud {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 2}
local remote count update:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 2}
running hb cloud {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 2}
local remote count update:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
running h cloud {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
local remote count update:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
running f cloud {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
local remote count update:  {'faas-router-f': 20, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 20, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
running f cloud {'faas-router-f': 20, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
local remote count update:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 18, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 18, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 17, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 18, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 18, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 18, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 18, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 18, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 18, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 18, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 2, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 2, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 2, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 2, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 2, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 19, 'faas-router-g': 0, 'faas-router-h': 2, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 2, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 2, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 2, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 2, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
done h cloud
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 21, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 0}
done f cloud
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
done hb cloud
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 5, 'faas-router-hb': 1}
done h cloud
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
done hb cloud
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 22, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 24, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 24, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 24, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 24, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 24, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 24, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 24, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 24, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 24, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 24, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 25, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
done f cloud
set remote count:  {'faas-router-f': 25, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 25, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 25, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 25, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 25, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 25, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 3}
done hb cloud
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 26, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 27, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 27, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 27, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 27, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
done h cloud
set remote count:  {'faas-router-f': 27, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 27, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 27, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 27, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 27, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 27, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 27, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 32, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 32, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 32, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 32, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 32, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 32, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 32, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 3}
set remote count:  {'faas-router-f': 32, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 32, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 32, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 35, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 4, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
done f cloud
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 36, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
done f cloud
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
done f cloud
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 37, 'faas-router-g': 0, 'faas-router-h': 3, 'faas-router-hb': 2}
